img_id,pedestrian_id,bbox,keypoints,target
40,64,"[397, 88, 204, 538]","[0.5087299141859367, 0.14102564716105354, 2, 0.580066513602608, 0.11643513299917306, 2, 0.439987372929872, 0.11397608158298499, 2, 0, 0, 0, 0, 0, 0, 0.75, 0.25092936802973975, 2, 0.27941176470588236, 0.258364312267658, 1, 0.9264705882352942, 0.3308550185873606, 2, 0.1323529411764706, 0.33271375464684017, 2, 0.7843137254901961, 0.4144981412639405, 2, 0.22058823529411764, 0.4033457249070632, 2, 0.6421568627450981, 0.5613382899628253, 2, 0.38235294117647056, 0.5613382899628253, 2, 0.7254901960784313, 0.7472118959107806, 2, 0.39215686274509803, 0.7490706319702602, 2]","[0.5661764705882353, 0.8921933085501859]"
40,65,"[410, 126, 212, 470]","[0.7314233515684145, 0.13905207019042168, 2, 0.8050220709402136, 0.14126525153890698, 2, 0.7387832235055943, 0.09663276101111999, 2, 0, 0, 0, 0, 0, 0, 0.7688679245283019, 0.22340425531914893, 2, 0.41509433962264153, 0.12978723404255318, 1, 0.9245283018867925, 0.28085106382978725, 2, 0.09433962264150944, 0.1127659574468085, 2, 0.8915094339622641, 0.20851063829787234, 2, 0.17452830188679244, 0.1574468085106383, 2, 0.5943396226415094, 0.4765957446808511, 1, 0.2830188679245283, 0.46595744680851064, 1, 0.6839622641509434, 0.6702127659574468, 1, 0.1792452830188679, 0.6468085106382979, 1]","[0.43160377358490565, 0.8085106382978723]"
41,66,"[241, 15, 276, 550]","[0.5319754030349472, 0.12997436398530274, 2, 0.58426331207981, 0.10935798841904254, 2, 0.5054164651073979, 0.10248586323028917, 2, 0.653565540734509, 0.11789608335052404, 2, 0.4581083569239505, 0.099570416180515, 2, 0.7282608695652174, 0.18363636363636363, 2, 0.2971014492753623, 0.1709090909090909, 2, 0.8514492753623188, 0.22363636363636363, 2, 0.057971014492753624, 0.24545454545454545, 2, 0.9311594202898551, 0.27454545454545454, 2, 0.17391304347826086, 0.23272727272727273, 2, 0.6231884057971014, 0.48727272727272725, 2, 0.40217391304347827, 0.5072727272727273, 2, 0.5797101449275363, 0.6618181818181819, 2, 0.5760869565217391, 0.7581818181818182, 2]","[0.697463768115942, 0.8781818181818182]"
41,67,"[245, 36, 249, 546]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7995192590438177, 0.11076533499440878, 2, 0, 0, 0, 0.8514056224899599, 0.23992673992673993, 2, 0.4457831325301205, 0.17582417582417584, 1, 0.9317269076305221, 0.4010989010989011, 2, 0.2570281124497992, 0.2765567765567766, 2, 0.6626506024096386, 0.3534798534798535, 1, 0.12048192771084337, 0.3663003663003663, 2, 0.5020080321285141, 0.5293040293040293, 1, 0.285140562248996, 0.5, 2, 0.36947791164658633, 0.6794871794871795, 2, 0.15261044176706828, 0.7161172161172161, 2]","[0.4497991967871486, 0.8791208791208791]"
42,69,"[47, 122, 485, 731]","[0.8768700176255578, 0.17561319287367624, 2, 0.908588063470969, 0.1557065922072121, 2, 0.8545816610855391, 0.14006569168356167, 2, 0, 0, 0, 0.7697144573370063, 0.09541803018877779, 2, 0.734020618556701, 0.2024623803009576, 2, 0.5958762886597938, 0.18604651162790697, 1, 0.7257731958762886, 0.3009575923392613, 1, 0.5731958762886598, 0.36114911080711354, 2, 0.7237113402061855, 0.3748290013679891, 2, 0.668041237113402, 0.47058823529411764, 2, 0.534020618556701, 0.3844049247606019, 2, 0.3628865979381443, 0.387140902872777, 1, 0.7278350515463917, 0.5540355677154583, 2, 0.44536082474226807, 0.6374829001367989, 2]","[0.40515463917525774, 0.844733242134063]"
43,70,"[101, 102, 721, 539]","[0.17452923922110908, 0.18492460699061433, 2, 0.18674248481936448, 0.14824926306582395, 2, 0.15558624604830473, 0.16291940063574012, 2, 0.221388222332783, 0.13291230106091165, 2, 0, 0, 0, 0.29819694868238555, 0.19480519480519481, 2, 0.21497919556171982, 0.2987012987012987, 2, 0.3300970873786408, 0.3469387755102041, 2, 0.20110957004160887, 0.44712430426716143, 2, 0.2815533980582524, 0.4749536178107607, 2, 0.14008321775312066, 0.562152133580705, 2, 0.507628294036061, 0.4619666048237477, 2, 0.3855755894590846, 0.4842300556586271, 2, 0.6893203883495146, 0.562152133580705, 2, 0.24271844660194175, 0.6437847866419295, 2]","[0.5110957004160888, 0.7244897959183674]"
43,71,"[169, 19, 429, 608]","[0.7275497802850356, 0.15370523577835576, 2, 0.7587285602403527, 0.1299689320805514, 2, 0.7004734713764708, 0.12475852395176508, 2, 0.8112401896387814, 0.1305478663170832, 2, 0.6561667840715465, 0.11665344464031968, 2, 0.8461538461538461, 0.2565789473684211, 2, 0.6013986013986014, 0.2631578947368421, 2, 0.8578088578088578, 0.39473684210526316, 2, 0.6013986013986014, 0.4440789473684211, 1, 0.6456876456876457, 0.3881578947368421, 2, 0.43123543123543123, 0.3930921052631579, 1, 0.8018648018648019, 0.6085526315789473, 1, 0.675990675990676, 0.5970394736842105, 1, 0.6596736596736597, 0.7154605263157895, 2, 0.372960372960373, 0.7467105263157895, 2]","[0.5244755244755245, 0.9235197368421053]"
44,73,"[421, 1, 433, 623]","[0.273432534666382, 0.1462087850374673, 2, 0.3339904750476173, 0.12325102506220835, 2, 0, 0, 0, 0.4399668707147792, 0.14365792281799405, 2, 0, 0, 0, 0.5381062355658198, 0.2857142857142857, 2, 0.3648960739030023, 0.31781701444622795, 2, 0.7297921478060047, 0.29052969502407705, 2, 0.4133949191685912, 0.6051364365971108, 2, 0.8706697459584296, 0.24398073836276082, 2, 0.21016166281755197, 0.6789727126805778, 2, 0.44341801385681295, 0.5874799357945425, 2, 0.4618937644341801, 0.6597110754414125, 2, 0.20323325635103925, 0.6035313001605136, 2, 0.09930715935334873, 0.971107544141252, 1]","[0.5173210161662818, 0.9510433386837882]"
47,77,"[40, 106, 508, 490]","[0.45475034609789106, 0.17163975431984926, 2, 0.4767432495692647, 0.1429044919033517, 2, 0.4393854409329589, 0.139156414196852, 2, 0.5481448676886556, 0.1347836568726024, 2, 0, 0, 0, 0.6318897637795275, 0.16938775510204082, 2, 0.3858267716535433, 0.2163265306122449, 1, 0.797244094488189, 0.14489795918367346, 2, 0.2578740157480315, 0.27346938775510204, 2, 0.9409448818897638, 0.11020408163265306, 1, 0.1220472440944882, 0.3122448979591837, 2, 0.6594488188976378, 0.4775510204081633, 2, 0.562992125984252, 0.5673469387755102, 2, 0.65748031496063, 0.6326530612244898, 2, 0.7106299212598425, 0.8326530612244898, 2]","[0.860236220472441, 0.8428571428571429]"
49,80,"[42, 126, 559, 752]","[0.07190740120792777, 0.169966747388041, 2, 0.09595842696233052, 0.14333940928907712, 2, 0, 0, 0, 0.1926742539321628, 0.10986504139323684, 2, 0, 0, 0, 0.34525939177101966, 0.16622340425531915, 2, 0.19856887298747763, 0.06648936170212766, 2, 0.6457960644007156, 0.24202127659574468, 2, 0.23076923076923078, 0.17154255319148937, 2, 0.8264758497316637, 0.386968085106383, 2, 0.12164579606440072, 0.26595744680851063, 2, 0.5295169946332737, 0.4148936170212766, 2, 0.5688729874776386, 0.42686170212765956, 2, 0.1771019677996422, 0.5904255319148937, 2, 0.5474060822898033, 0.6808510638297872, 2]","[0.6869409660107335, 0.8424202127659575]"
49,81,"[1, 0, 607, 880]","[0.4236611220868881, 0.16020871716740062, 2, 0.4467527708106025, 0.1270524940904051, 2, 0.39821318267708056, 0.1351790193543746, 2, 0.523567847177244, 0.11047438255190732, 2, 0, 0, 0, 0.7034596375617792, 0.1625, 2, 0.39373970345963755, 0.22613636363636364, 1, 0.942339373970346, 0.24772727272727274, 2, 0.37067545304777594, 0.3352272727272727, 1, 0.8896210873146623, 0.19545454545454546, 2, 0.16803953871499178, 0.32727272727272727, 2, 0.7792421746293245, 0.47045454545454546, 2, 0.6754530477759473, 0.49886363636363634, 1, 0.7495881383855024, 0.6875, 2, 0.4645799011532125, 0.7090909090909091, 2]","[0.8591433278418452, 0.8619318181818182]"
50,82,"[115, 21, 346, 976]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.41268902628493426, 0.11285785747634591, 2, 0, 0, 0, 0.2861271676300578, 0.2038934426229508, 2, 0.8265895953757225, 0.19467213114754098, 1, 0.23699421965317918, 0.3514344262295082, 2, 0.930635838150289, 0.3155737704918033, 2, 0.10982658959537572, 0.4600409836065574, 2, 0.6184971098265896, 0.30327868852459017, 2, 0.33815028901734107, 0.5379098360655737, 2, 0.6242774566473989, 0.5409836065573771, 2, 0.21098265895953758, 0.7059426229508197, 2, 0.630057803468208, 0.7049180327868853, 2]","[0.4638728323699422, 0.9323770491803278]"
50,83,"[207, 30, 293, 930]","[0.5661239457452096, 0.12896079370377134, 2, 0.6425916489499863, 0.10909156675420956, 2, 0.536167525933029, 0.0961765692369944, 2, 0.7230009863405765, 0.09120926249960395, 2, 0, 0, 0, 0.7679180887372014, 0.16989247311827957, 2, 0.14675767918088736, 0.11827956989247312, 2, 0.9180887372013652, 0.2989247311827957, 2, 0.13651877133105803, 0.16989247311827957, 2, 0.5631399317406144, 0.27741935483870966, 2, 0.5631399317406144, 0.16236559139784945, 2, 0.5221843003412969, 0.5290322580645161, 1, 0.17747440273037543, 0.5311827956989247, 1, 0.5836177474402731, 0.7333333333333333, 1, 0.15699658703071673, 0.7225806451612903, 1]","[0.341296928327645, 0.9139784946236559]"
51,84,"[252, 35, 427, 562]","[0.09759351338600793, 0.17631300967535035, 2, 0.12797787871748922, 0.1450586184436027, 2, 0.0718836657978315, 0.15251705271481525, 2, 0.18407209163714697, 0.12055233440961877, 2, 0, 0, 0, 0.3091334894613583, 0.1494661921708185, 2, 0.15456674473067916, 0.1797153024911032, 2, 0.5784543325526932, 0.1601423487544484, 2, 0.1522248243559719, 0.2597864768683274, 2, 0.5292740046838408, 0.17793594306049823, 2, 0.10772833723653395, 0.3718861209964413, 2, 0.46604215456674475, 0.47330960854092524, 1, 0.2716627634660422, 0.48398576512455516, 2, 0.6861826697892272, 0.6957295373665481, 1, 0.08430913348946135, 0.6387900355871886, 2]","[0.5562060889929742, 0.8229537366548043]"
51,85,"[267, 109, 392, 487]","[0.8353958065126315, 0.18672310281871032, 2, 0.8652655178205385, 0.1564467690814082, 2, 0.8099512376207105, 0.14620624443496774, 2, 0, 0, 0, 0.7447196409633464, 0.10910454532350773, 2, 0.8826530612244898, 0.16427104722792607, 2, 0.5790816326530612, 0.16427104722792607, 2, 0.9081632653061225, 0.2464065708418891, 2, 0.35714285714285715, 0.09650924024640657, 2, 0.9336734693877551, 0.4188911704312115, 2, 0.1377551020408163, 0.11293634496919917, 2, 0.6607142857142857, 0.4353182751540041, 2, 0.5076530612244898, 0.4188911704312115, 2, 0.5663265306122449, 0.6878850102669405, 2, 0.6913265306122449, 0.6447638603696099, 2]","[0.5535714285714286, 0.8675564681724846]"
53,88,"[125, 115, 287, 653]","[0.5375546876850449, 0.11617363829846987, 2, 0.5592820537278456, 0.10199423560414975, 2, 0.48159025999904354, 0.09881110438705745, 2, 0, 0, 0, 0.3841463153222408, 0.10633486908200285, 2, 0.7247386759581882, 0.18223583460949463, 1, 0.2857142857142857, 0.2572741194486983, 2, 0.9059233449477352, 0.29709035222052066, 2, 0.289198606271777, 0.4012251148545176, 1, 0.8048780487804879, 0.327718223583461, 2, 0.07317073170731707, 0.3874425727411945, 2, 0.8292682926829268, 0.4900459418070444, 2, 0.5714285714285714, 0.5084226646248086, 1, 0.8327526132404182, 0.7243491577335375, 2, 0.49825783972125437, 0.7059724349157733, 2]","[0.6533101045296167, 0.9127105666156202]"
55,91,"[166, 42, 350, 907]","[0.41626322810687466, 0.10378085679733452, 2, 0.47571256505720155, 0.08462848045969644, 2, 0.38735666977322936, 0.08357615208949655, 2, 0.6033377471340503, 0.09115291635493578, 2, 0, 0, 0, 0.6885714285714286, 0.19955898566703417, 2, 0.4057142857142857, 0.19955898566703417, 2, 0.5371428571428571, 0.31091510474090406, 2, 0.38285714285714284, 0.31201764057331866, 2, 0.20857142857142857, 0.30760749724366043, 2, 0.21714285714285714, 0.24586549062844543, 2, 0.6371428571428571, 0.48180815876515987, 2, 0.44285714285714284, 0.4796030871003308, 2, 0.5485714285714286, 0.6901874310915105, 2, 0.5857142857142857, 0.7199558985667034, 2]","[0.6528571428571428, 0.9013230429988974]"
55,92,"[173, 27, 286, 908]","[0, 0, 0, 0.8104610862867839, 0.09735213418103375, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7622377622377622, 0.1817180616740088, 2, 0.3706293706293706, 0.20484581497797358, 2, 0.6923076923076923, 0.31167400881057267, 2, 0.28321678321678323, 0.3656387665198238, 2, 0.8181818181818182, 0.41629955947136565, 2, 0.6503496503496503, 0.34801762114537443, 2, 0.7237762237762237, 0.5187224669603524, 2, 0.43006993006993005, 0.5220264317180616, 2, 0.7447552447552448, 0.737885462555066, 2, 0.44755244755244755, 0.7411894273127754, 2]","[0.3968531468531469, 0.9008810572687225]"
56,93,"[112, 167, 248, 413]","[0.6387246466993655, 0.20989873187704255, 2, 0.6784607337804137, 0.18848510824362236, 2, 0.5989885596183172, 0.18420238351693832, 2, 0, 0, 0, 0.5052521490681521, 0.17196602715498394, 2, 0.6854838709677419, 0.3050847457627119, 2, 0.43951612903225806, 0.288135593220339, 2, 0.49193548387096775, 0.39709443099273606, 2, 0.29838709677419356, 0.36803874092009686, 1, 0.3064516129032258, 0.37772397094430993, 2, 0.12903225806451613, 0.36561743341404357, 2, 0.6975806451612904, 0.5569007263922519, 1, 0.6169354838709677, 0.559322033898305, 1, 0.7580645161290323, 0.7167070217917676, 2, 0.7379032258064516, 0.7360774818401937, 2]","[0.8487903225806452, 0.8753026634382567]"
56,94,"[124, 228, 245, 565]","[0.292453018801388, 0.10845830369099749, 2, 0.30368442069584417, 0.0830247554481927, 2, 0.21008940490870948, 0.10196463179921754, 2, 0, 0, 0, 0.1614199966993994, 0.1382209665283224, 2, 0.39183673469387753, 0.20707964601769913, 2, 0.2653061224489796, 0.20176991150442478, 2, 0.6530612244897959, 0.25486725663716814, 1, 0.636734693877551, 0.27964601769911507, 2, 0.7918367346938775, 0.2991150442477876, 2, 0.8163265306122449, 0.3185840707964602, 2, 0.7959183673469388, 0.5185840707964602, 1, 0.5551020408163265, 0.5380530973451327, 2, 0.8285714285714286, 0.768141592920354, 1, 0.49795918367346936, 0.7734513274336283, 2]","[0.6142857142857143, 0.9566371681415928]"
57,95,"[152, 175, 143, 223]","[0.8247691863665658, 0.2609508345769338, 2, 0.8896964187411094, 0.23014097031740802, 2, 0.7663346772294756, 0.21681778577274816, 2, 0.9312498474608177, 0.2626162326450162, 2, 0.598822417703152, 0.2326390674195317, 2, 0.8461538461538461, 0.3901345291479821, 2, 0.5804195804195804, 0.36771300448430494, 2, 0.8321678321678322, 0.5246636771300448, 2, 0.4195804195804196, 0.43946188340807174, 2, 0.6853146853146853, 0.672645739910314, 2, 0.26573426573426573, 0.452914798206278, 2, 0.6503496503496503, 0.7488789237668162, 2, 0.7062937062937062, 0.7488789237668162, 2, 0.3356643356643357, 0.7488789237668162, 1, 0.7762237762237763, 0.9237668161434978, 1]","[0.5664335664335665, 1.0179372197309418]"
58,98,"[368, 1, 559, 763]","[0.3235412480290398, 0.10315057657561265, 2, 0.3520024354194472, 0.08353764486561464, 2, 0.3069154058900892, 0.08931829842224563, 2, 0.4201965675826011, 0.07218278966508947, 2, 0, 0, 0, 0.5366726296958855, 0.1598951507208388, 2, 0.2808586762075134, 0.17169069462647443, 2, 0.6976744186046512, 0.22673656618610746, 2, 0.26118067978533094, 0.31585845347313235, 1, 0.8604651162790697, 0.29226736566186107, 2, 0.13237924865831843, 0.32765399737876805, 1, 0.5259391771019678, 0.4705111402359109, 2, 0.44364937388193204, 0.49148099606815204, 2, 0.40608228980322003, 0.6251638269986893, 2, 0.48300536672629696, 0.672346002621232, 2]","[0.592128801431127, 0.8381389252948885]"
61,103,"[323, 222, 260, 427]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6482441589465819, 0.08550559561798292, 2, 0.7735892554172328, 0.10481611515747645, 2, 0.5230769230769231, 0.14285714285714285, 2, 0.8153846153846154, 0.19672131147540983, 2, 0.3076923076923077, 0.15690866510538642, 2, 0.7038461538461539, 0.14988290398126464, 2, 0.39615384615384613, 0.2154566744730679, 1, 0.5653846153846154, 0.117096018735363, 2, 0.5346153846153846, 0.4566744730679157, 2, 0.7076923076923077, 0.4707259953161593, 2, 0.35384615384615387, 0.6651053864168618, 2, 0.7730769230769231, 0.6814988290398126, 2]","[0.5326923076923077, 0.9004683840749415]"
61,104,"[284, 230, 275, 417]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5194674413187578, 0.10904007173598712, 2, 0, 0, 0, 0.44727272727272727, 0.2158273381294964, 2, 0.72, 0.19184652278177458, 1, 0.27636363636363637, 0.30935251798561153, 2, 0.9454545454545454, 0.27577937649880097, 2, 0.16, 0.3261390887290168, 2, 0.9454545454545454, 0.2182254196642686, 2, 0.5236363636363637, 0.5203836930455635, 1, 0.6545454545454545, 0.5107913669064749, 1, 0.52, 0.7146282973621103, 2, 0.6727272727272727, 0.709832134292566, 2]","[0.6127272727272727, 0.9004796163069544]"
62,106,"[72, 105, 267, 385]","[0.37756719138824824, 0.27790492751082246, 2, 0.43899249251413675, 0.2209459998602734, 2, 0.30471665790375657, 0.22166231650045265, 2, 0, 0, 0, 0.19522941536236393, 0.19856097619362437, 2, 0.5430711610486891, 0.2779220779220779, 2, 0.12734082397003746, 0.4701298701298701, 2, 0.7116104868913857, 0.4051948051948052, 2, 0.24344569288389514, 0.7558441558441559, 2, 0.8014981273408239, 0.4831168831168831, 2, 0.599250936329588, 0.7714285714285715, 1, 0.40823970037453183, 0.6545454545454545, 2, 0.23595505617977527, 0.7818181818181819, 1, 0.7340823970037453, 0.5376623376623376, 2, 0.6292134831460674, 0.961038961038961, 2]","[0.4213483146067416, 0.9519480519480519]"
63,107,"[48, 46, 382, 691]","[0.3197634050512564, 0.1403465014436763, 2, 0.3546002395084027, 0.12139855511716442, 2, 0.28380280174065375, 0.12139855511716442, 2, 0.4001128780733841, 0.09654878944305047, 2, 0.24671842957659484, 0.09437443494656549, 2, 0.4712041884816754, 0.1287988422575977, 2, 0.16230366492146597, 0.18813314037626627, 2, 0.6832460732984293, 0.09696092619392185, 1, 0.07853403141361257, 0.3053545586107091, 2, 0.8769633507853403, 0.14616497829232997, 2, 0.10471204188481675, 0.42547033285094066, 2, 0.4162303664921466, 0.47901591895803186, 2, 0.27486910994764396, 0.46888567293777134, 2, 0.3900523560209424, 0.703328509406657, 2, 0.27486910994764396, 0.6801736613603473, 2]","[0.2918848167539267, 0.9138929088277858]"
64,108,"[427, 111, 336, 756]","[0.4456966274638403, 0.08611774705869465, 2, 0.46160432466002854, 0.06692750917122929, 2, 0.38490649889269185, 0.07349259055378324, 2, 0, 0, 0, 0.2883240516301193, 0.09394534409173977, 2, 0.6339285714285714, 0.1693121693121693, 2, 0.2261904761904762, 0.2156084656084656, 2, 0.7827380952380952, 0.3029100529100529, 2, 0.03869047619047619, 0.2843915343915344, 1, 0.8690476190476191, 0.41798941798941797, 2, -0.14583333333333334, 0.27380952380952384, 1, 0.6309523809523809, 0.4642857142857143, 2, 0.4583333333333333, 0.47619047619047616, 2, 0.5654761904761905, 0.6746031746031746, 2, 0.4017857142857143, 0.6997354497354498, 2]","[0.5758928571428572, 0.9470899470899471]"
70,118,"[152, 252, 286, 747]","[0.562747271503388, 0.12955282659046302, 2, 0.6143624202000804, 0.1019446765375231, 2, 0.5020235671543379, 0.1048507975957273, 2, 0, 0, 0, 0, 0, 0, 0.7587412587412588, 0.22623828647925034, 2, 0.2937062937062937, 0.22088353413654618, 1, 0.8706293706293706, 0.3949129852744311, 2, 0.12937062937062938, 0.36947791164658633, 1, 0.6853146853146853, 0.42570281124497994, 2, 0.4195804195804196, 0.42168674698795183, 1, 0.6468531468531469, 0.5488621151271754, 2, 0.34965034965034963, 0.5461847389558233, 2, 0.7587412587412588, 0.7710843373493976, 2, 0.43356643356643354, 0.7751004016064257, 2]","[0.7167832167832169, 0.9504685408299867]"
71,119,"[73, 272, 261, 513]","[0.8536030883495559, 0.17586067277140185, 2, 0.8723124321671579, 0.14254491141198783, 2, 0.8042784546486054, 0.1511983559209266, 2, 0, 0, 0, 0.6316422366952782, 0.16158248933165295, 2, 0.8620689655172413, 0.290448343079922, 2, 0.47509578544061304, 0.24366471734892786, 2, 0.8659003831417624, 0.4171539961013645, 2, 0.45977011494252873, 0.39571150097465885, 2, 0.7203065134099617, 0.46588693957115007, 2, 0.48659003831417624, 0.45419103313840153, 2, 0.7011494252873564, 0.5185185185185185, 2, 0.47509578544061304, 0.49317738791423, 2, 0.6015325670498084, 0.6530214424951267, 2, 0.36015325670498083, 0.6413255360623782, 2]","[0.3275862068965517, 0.847953216374269]"
